In 219 List,Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-PN-HRRP,397,,0.9972,15.4125,15.4556,61,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-HIP-KNEE-HRRP,437,,1.0887,5.0140,4.6055,23,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-HF-HRRP,466,,1.1328,22.5419,19.8990,114,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-COPD-HRRP,111,,1.1461,23.6148,20.6038,35,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-CABG-HRRP,N/A,,0.8345,7.7420,9.2777,Too Few to Report,07/01/2020,06/30/2023
YES,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,330046,NY,READM-30-AMI-HRRP,106,,0.9812,15.0314,15.3194,15,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-PN-HRRP,267,,1.0078,21.8847,21.7163,59,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-HF-HRRP,151,,0.9494,22.4089,23.6029,30,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-COPD-HRRP,44,,1.0738,23.4657,21.8520,15,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-PN-HRRP,797,,1.0857,19.1033,17.5955,158,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9398,7.0113,7.4604,Too Few to Report,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-HF-HRRP,810,,1.0235,21.3989,20.9072,175,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-COPD-HRRP,467,,0.9876,19.6554,19.9026,91,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-AMI-HRRP,360,,0.8989,13.3714,14.8752,43,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-PN-HRRP,194,,1.0173,18.4570,18.1435,37,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-HF-HRRP,126,,1.0492,21.8521,20.8278,31,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-COPD-HRRP,N/A,,0.9490,18.0276,18.9970,Too Few to Report,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH  MEDICAL CENTER CATSKILLS,330386,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-PN-HRRP,797,,1.0857,19.1033,17.5955,158,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9398,7.0113,7.4604,Too Few to Report,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-HF-HRRP,810,,1.0235,21.3989,20.9072,175,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-COPD-HRRP,467,,0.9876,19.6554,19.9026,91,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GARNET HEALTH MEDICAL CENTER,330126,NY,READM-30-AMI-HRRP,360,,0.8989,13.3714,14.8752,43,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-PN-HRRP,145,,1.0702,16.1973,15.1349,28,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8722,3.4977,4.0102,Too Few to Report,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-HF-HRRP,116,,1.0191,18.6913,18.3404,23,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-COPD-HRRP,72,,1.0641,18.3487,17.2426,17,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GENEVA GENERAL HOSPITAL,330058,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-PN-HRRP,180,,0.8675,14.7880,17.0459,17,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-HF-HRRP,171,,0.9594,18.6581,19.4480,29,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-COPD-HRRP,N/A,,1.0037,16.5517,16.4908,Too Few to Report,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-AMI-HRRP,N/A,,1.0565,18.9247,17.9128,Too Few to Report,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-PN-HRRP,368,,1.0704,16.9538,15.8393,67,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-HF-HRRP,374,,1.0141,20.0562,19.7781,76,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-COPD-HRRP,170,,1.0202,18.6836,18.3145,33,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GLENS FALLS HOSPITAL,330191,NY,READM-30-AMI-HRRP,113,,1.0410,13.3436,12.8174,17,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-PN-HRRP,717,,0.9652,15.8167,16.3865,111,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0359,5.1361,4.9580,Too Few to Report,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-HF-HRRP,694,,0.9053,18.0054,19.8881,118,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-COPD-HRRP,256,,0.9741,17.4315,17.8952,43,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-CABG-HRRP,N/A,,0.8827,9.4559,10.7119,Too Few to Report,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,330286,NY,READM-30-AMI-HRRP,331,,1.0375,14.5654,14.0385,50,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-PN-HRRP,648,,1.1984,20.2651,16.9103,144,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8069,3.7546,4.6531,Too Few to Report,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HF-HRRP,590,,0.9627,18.7573,19.4836,108,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-COPD-HRRP,188,,1.0929,18.9313,17.3223,41,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-CABG-HRRP,N/A,,0.9389,10.4098,11.0876,Too Few to Report,07/01/2020,06/30/2023
YES,GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-AMI-HRRP,265,,1.0783,14.4788,13.4279,42,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-PN-HRRP,193,,0.9731,14.4020,14.7999,26,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-HF-HRRP,169,,1.1048,20.1554,18.2432,41,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-COPD-HRRP,N/A,,0.9704,15.3741,15.8423,Too Few to Report,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-PN-HRRP,80,,1.0418,21.2287,20.3769,20,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-HF-HRRP,54,,1.0994,23.9425,21.7775,20,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-COPD-HRRP,42,,1.0243,24.6759,24.0912,12,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HARLEM HOSPITAL CENTER,330240,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-PN-HRRP,273,,1.0040,17.1135,17.0445,47,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-HF-HRRP,307,,1.0004,20.1853,20.1765,62,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-COPD-HRRP,105,,0.9134,15.6577,17.1426,11,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,330224,NY,READM-30-AMI-HRRP,49,,1.0883,14.0597,12.9188,11,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HELEN HAYES HOSPITAL,330405,NY,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-PN-HRRP,227,,1.0269,15.9556,15.5373,38,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-HIP-KNEE-HRRP,135,,1.2534,6.7161,5.3583,12,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-HF-HRRP,311,,1.0510,20.4129,19.4219,67,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-COPD-HRRP,82,,0.9786,17.4650,17.8473,13,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HIGHLAND HOSPITAL,330164,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-HIP-KNEE-HRRP,4501,,0.6493,2.8535,4.3944,123,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,HOSPITAL FOR SPECIAL SURGERY,330270,NY,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-PN-HRRP,1019,,1.1182,18.9618,16.9569,201,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-HIP-KNEE-HRRP,531,,0.9586,4.6213,4.8208,24,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-HF-HRRP,1001,,0.9360,18.6464,19.9221,182,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-COPD-HRRP,222,,0.9423,16.9374,17.9746,34,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,NS/LIJ HS HUNTINGTON HOSPITAL,330045,NY,READM-30-AMI-HRRP,212,,1.0346,13.8522,13.3891,31,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,IRA DAVENPORT MEMORIAL HOSPITAL,330144,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-PN-HRRP,150,,1.0606,18.5933,17.5311,32,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-HF-HRRP,178,,0.9694,20.3499,20.9922,34,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-COPD-HRRP,N/A,,0.9743,22.9603,23.5672,Too Few to Report,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JACOBI MEDICAL CENTER,330127,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-PN-HRRP,146,,1.1181,19.3119,17.2723,36,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-HF-HRRP,205,,1.1113,23.0964,20.7824,55,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-COPD-HRRP,71,,1.0347,20.8793,20.1784,17,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JAMAICA HOSPITAL MEDICAL CENTER,330014,NY,READM-30-AMI-HRRP,N/A,,0.9526,14.7409,15.4746,Too Few to Report,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-PN-HRRP,705,,1.0126,18.4566,18.2265,131,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0152,5.3393,5.2593,Too Few to Report,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-HF-HRRP,515,,1.0156,22.1106,21.7706,115,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-COPD-HRRP,189,,0.9524,19.6300,20.6109,34,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-AMI-HRRP,113,,1.0562,15.3246,14.5090,20,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-PN-HRRP,117,,1.0968,16.0587,14.6407,25,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9628,5.9525,6.1822,Too Few to Report,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-HF-HRRP,158,,1.0133,19.0395,18.7902,31,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-COPD-HRRP,57,,1.0876,20.4017,18.7584,17,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,KENMORE MERCY HOSPITAL,330102,NY,READM-30-AMI-HRRP,N/A,,0.9602,14.7189,15.3296,Too Few to Report,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-PN-HRRP,74,,1.0510,17.0527,16.2250,16,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-HF-HRRP,126,,1.0021,19.7240,19.6827,25,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-COPD-HRRP,N/A,,0.9869,20.7383,21.0128,Too Few to Report,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-PN-HRRP,408,,0.9269,14.9837,16.1649,56,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8174,3.6771,4.4983,Too Few to Report,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-HF-HRRP,494,,0.9931,18.9238,19.0545,93,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-COPD-HRRP,103,,1.0366,19.1971,18.5188,22,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-CABG-HRRP,215,,0.9125,9.2911,10.1820,17,07/01/2020,06/30/2023
YES,LENOX HILL HOSPITAL,330119,NY,READM-30-AMI-HRRP,176,,0.9891,13.9368,14.0904,24,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-PN-HRRP,N/A,,0.9603,15.2700,15.9014,Too Few to Report,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-HF-HRRP,80,,1.0467,23.2832,22.2435,22,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-COPD-HRRP,N/A,,1.0450,22.6101,21.6370,Too Few to Report,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,LINCOLN MEDICAL & MENTAL HEALTH CENTER,330080,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-PN-HRRP,374,,1.0500,15.9727,15.2123,63,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9403,4.4474,4.7299,Too Few to Report,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-HF-HRRP,352,,1.0043,19.5165,19.4328,69,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-COPD-HRRP,83,,0.9831,16.8949,17.1855,13,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,READM-30-AMI-HRRP,N/A,,1.0010,14.5690,14.5549,Too Few to Report,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-PN-HRRP,770,,1.0056,19.0399,18.9343,147,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9663,3.8567,3.9910,Too Few to Report,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-HF-HRRP,375,,1.0248,22.1907,21.6532,85,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-COPD-HRRP,228,,0.9876,18.7610,18.9969,42,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
YES,LONG ISLAND COMMUNITY HOSPITAL,330141,NY,READM-30-AMI-HRRP,145,,0.8878,12.1661,13.7041,12,07/01/2020,06/30/2023
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-PN-HRRP,1068,,1.0847,17.9209,16.5216,197,07/01/2020,06/30/2023
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-HIP-KNEE-HRRP,327,,1.0072,4.5590,4.5263,15,07/01/2020,06/30/2023
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-HF-HRRP,1101,,1.0434,20.3433,19.4971,227,07/01/2020,06/30/2023
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-COPD-HRRP,351,,1.0451,20.0018,19.1389,73,07/01/2020,06/30/2023
YES,LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2020,06/30/2023
