In 219 List,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Measure ID,Measure Name,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Start Date,End Date
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.17,0.85,1.49,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,83,3.5,1.9,6.2,,04/01/2021,03/31/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1700,4,3.4,4.7,,07/01/2023,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,104,11,8.3,14.5,,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,146,9.6,6.9,13.3,,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,435,11.6,9.4,14.4,,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,554,19.9,17.1,22.8,,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,456,11.6,9.7,13.8,,07/01/2021,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5826,0.89,0.22,1.55,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,78,205.28,151.88,258.69,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7057,0.15,0,0.35,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7148,0.38,0.19,0.58,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1631,2.74,1.31,4.17,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,768,1.49,0,3.13,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,751,10.29,3.18,17.41,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1611,3.82,1.81,5.83,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,743,6.78,3.2,10.37,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,441,1.58,0.13,3.03,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1451,1.19,0.26,2.11,,07/01/2022,06/30/2024
YES,330203,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,ONONDAGA,(315) 470-7449,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.17,0.85,1.49,,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,04/01/2021,03/31/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,Not Available,Not Available,7,07/01/2023,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,Not Available,Not Available,7,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,(585) 961-2000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,04/01/2021,03/31/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,36,4.1,2.7,6.0,,07/01/2023,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,25,10.9,6.8,17.2,,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,26,16.2,10.2,25.0,,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,(607) 865-2188,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,04/01/2021,03/31/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,33,3.9,2.5,6.1,,07/01/2023,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,34,15.1,9.4,23.1,,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,(845) 647-6400,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,Not Available,Not Available,13,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2021,03/31/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,977,4.3,3.6,5.0,,07/01/2023,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,207,11.7,9.3,14.4,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,44,2.4,1.1,5.4,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,109,8.7,5.8,12.8,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,328,9.7,7.4,12.6,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,427,15.7,13.0,18.6,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,158,13.1,9.5,17.6,,07/01/2021,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_03,Pressure ulcer rate,No Different Than the National Rate,3867,1.28,0.55,2,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,36,192.20,133.91,250.48,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4264,0.15,0,0.36,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4618,0.27,0.07,0.47,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,905,2.12,0.57,3.67,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,364,2.60,1.01,4.18,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,365,13.39,6.26,20.52,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,962,2.94,0.68,5.20,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,354,7.45,3.51,11.4,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,191,1.93,0.46,3.39,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,721,1.12,0.13,2.12,,07/01/2022,06/30/2024
YES,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,12308,SCHENECTADY,(518) 243-4196,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.37,1.03,1.71,,07/01/2022,06/30/2024
YES,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,(718) 334-1141,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,04/01/2021,03/31/2024
YES,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,(718) 334-1141,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,579,3.8,3.1,4.6,,07/01/2023,06/30/2024
YES,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,QUEENS,(718) 334-1141,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,57,11.6,8.8,15.0,,07/01/2021,06/30/2024
