pfi,hospital_name,county,region,unit_name,unit_description,day_rn_count,day_rn_hours_per_pt,day_avg_patients,day_rn_pts_per_nurse,evening_rn_count,evening_rn_hours_per_pt,evening_avg_patients,evening_rn_pts_per_nurse,night_rn_count,night_rn_hours_per_pt,night_avg_patients,night_rn_pts_per_nurse
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,G2 Med/Surg,4,1.11,27,6.75,4,1.11,27,6.75,,,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,ICU - Intensive Care,,,,,5,3.75,10,2,,,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F3- Med/Surg Oncology,,,,,7,1.38,38,5.43,,,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,E2-Surgical,,,,,,,,,6,1.25,36,6
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F3-Med/Surg Oncology,,,,,,,,,7,1.38,38,5.42
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,G2 Med /Surg,,,,,,,,,4,1.11,27,6.75
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit, DCB 2nd Floor",3,4.2,5,2,3,4.8,5,2,3,4.2,5,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Hyperbaric, DCB 2nd Floor",1,1.75,4,4,,,,,,,,
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Medical Intensive Care Unit, DCB 2nd Floor",6,3.82,11,2,6,4.36,11,2,6,3.82,11,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Intensive Care, DCB 2nd Floor",4,3.5,8,2,4,4,8,2,4,3.5,8,2
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Post-Acute, DCB 2nd Floor",1,1.75,4,4,1,2,4,4,1,1.75,4,4
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, DCB 1st Floor",18,2.21,57,3,23,2.06,78,3,10,2.26,31,3
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Dialysis, DCB 5th Floor",2,4.67,3,2,1.27,2.96,3,2,,,,
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 18th Floor",4,1,28,7,4,1.14,28,7,4,1,28,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 9 West",5,0.95,37,7,5,1.08,37,7,5,0.95,37,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Orthopedics/Spine, DCB 9 East",1,1.4,5,5,1,1.6,5,5,1,1.4,5,5
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Physical Medicine and Rehabilitation, DCB 5th Floor",2,1.08,13,7,2,1.23,13,7,2,1.08,13,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Pulmonary Care Unit, DCB 7th Floor",4,1.04,27,7,4,1.19,27,7,4,1.04,27,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Surgery, DCB 11 East",4,1,28,7,4,1.14,28,7,4,1,28,7
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Telemetry, DCB 11 West",4,1.27,22,6,4,1.45,22,6,4,1.27,22,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiac Intensive Care Unit,6,4,12,2,6,4,12,2,6,4,12,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiothoracic Intensive Care Unit,15,6,20,1.33,15,6,20,1.33,15,6,20,1.33
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Medical Intensive Care Unit,8,4.27,15,1.88,8,4.27,15,1.88,8,4.27,15,1.88
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Neurosurgical Intensive Care Unit,8,4,16,2,8,4,16,2,8,4,16,2
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Surgical Intensive Care Unit,9,4.24,17,1.89,9,4.24,17,1.89,9,4.24,17,1.89
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (M-F),13,0.98,75,5.7,14,0.98,87,6.21,13,0.98,38,2.92
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (Sat-Sun),13,0.98,75,5.7,14,0.98,87,6.21,13,0.98,38,2.92
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 Monti,6,1.33,36,6,6,1.33,36,6,6,1.33,36,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,3 Cohen,7,1.4,40,5.71,7,1.4,40,5.71,7,1.4,40,5.71
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 DSU,7,1.4,40,5.71,7,1.4,40,5.71,7,1.4,40,5.71
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 Tower/ 5 Surge,3,1.5,16,5.33,3,1.5,16,5.33,3,1.5,16,5.33
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Katz Surg,2,1.6,10,5,3,1.33,18,6,2,1.6,10,5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Monti,9,1.64,44,4.89,9,1.64,44,4.89,9,1.64,44,4.89
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Tower,3,1.33,18,6,3,1.33,18,6,3,1.33,18,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Monti,7,1.56,36,5.14,6.5,1.44,36,5.54,6,1.33,36,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Tower,4,1.78,18,4.5,4,1.78,18,4.5,4,1.78,18,4.5
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Monti,5,1.33,30,6,5,1.33,30,6,5,1.33,30,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Tower,2,1.33,12,6,2,1.33,12,6,2,1.33,12,6
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Neonatal Intensive Care Unit,,,,,11.5,3.54,26,2.26,,,,
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department (ED) is a 14 bed unit with
average daily census of 42 and a 15% admit rate.",4,1.9,16,12,,,,,,,,
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Intensive Care,"ICU caring for acute critical patients requiring multiple
complex modalities, 4th floor",3,2.6,6,2,3,2.6,6,2,3,4,6,2
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department (ED) is a 14 bed unit with
average daily census of 42 and a 17% admit rate.",,,,,5,1.97,19,12,3,2.81,8,12
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,CCU,6,4,12,2,6,4,12,2,6,4,12,2
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,B Unit,5,1.43,28,6,6,1.43,28,6,5,1.43,28,6
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,S Unit,5,1.43,28,6,5,1.43,28,6,5,1.43,28,6
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,"Various acute conditions requiring intensive care
treatments/modalities first floor",5,2.4,10,2,5,2.4,10,2,5,1.11,10,2
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"1st various medical conditions ranging from Minor
injuries , Acute and critical 23 bays",6,0,34,5.6,,,,,,,,
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical surgical patients ,post operative procedures
and various medical conditions second floor",4,0.89,36,9,4,0.89,36,9,4,0.89,36,9
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"medical surgical patients, oncological patients various
medical conditions third floor",3,0.89,27,9,3,0.89,27,9,3,0.89,27,9
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"medical surgical unit various medical conditions first
floor",3,0.89,27,9,3,0.89,27,9,3,0.89,27,9
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"First floor various medical conditions ranging from
Minor injuries , Acute and critical",,,,,6,0,37,6.1,6,0,12,12
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"CTICU a Cardiothoracic Intensive Care Unit located
on the third floor of the Casey Pavilion",12.5,4.69,20,2,,,,,12,4.5,20,2
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"IMCU an Intermediate Care Unit located on the third
floor of the Dematteis Pavilion",7,2.63,20,2.85,7,2.63,20,2.85,7,2.63,20,2.85
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"MICU 2 a Medical Intensive Care Unit located on the
second floor of the Casey Pavilion",11,4.13,20,1.8,11,4.13,20,1.8,11,4.13,20,1.8
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"SICU a Surgical Intensive Care Unit located on the
third floor of the Dematteis Pavilion",11,4.13,20,1.8,11,4.13,20,1.8,11,4.13,20,1.8
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department is located on the first
floor of the Heart Center",10.6,0.78,102,9.62,10.6,0.78,102,9.62,10.6,0.78,102,9.62
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"CTICU a Cardiothoracic Intensive Care Unit located
on the second floor of the Casey Pavilion",,,,,12.5,4.69,20,2,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Emergency Department,20 Bed ER (75 patient volume in 24 hour period),6,2.28,21,4,6,2.28,21,4,6,2.28,21,4
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Emergency Department,Psychiatry - Emergency Room,2,2.85,5.6,3,,,,,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Intensive Care,"I2 bed unit that provides care to both acute medical
surgical patients (8 staffed beds)",3,4,6,2,3,4,6,2,3,4,6,2
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,24 bed Medical Surgical unit,3,1.73,13.8,6,,,,,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,Medical Surgical,,,,,3,1.73,13.8,6,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,24 bed Medical-surgical unit,,,,,,,,,3,1.73,13.8,6
0581,Degraff Memorial Hospital,Niagara,,Emergency Department,"DeGraff Medical Park is an
off campus free-standing
full-service Emergency
Department.",,,,,,,,,3.12,1.92,13,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Critical Care,ICU,2,16,3.01,1.5,2.5,20,3.01,1.5,2,16,3.01,1.5
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"Emergency care offered 24/7/365. This is a 15 bed
unit, with triage area as well as 2 PIT rooms",2.5,20,14,4,,,,,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"LMH ED is a 14 bed department with 4 fast track
beds",3.25,26,27,4,,,,,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,"10 bed medical unit with telemetry monitoring at LMH
campus",2,16,8.07,4.5,,,,,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"Emergency services 24/7/365 15 beds with triage and
2 PIT rooms",,,,,3,24,22,4,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"LMH 14 bed emergency department with additional 4
fast track beds and triage at LMH campus",,,,,3.8,30,28,4,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,"10 bed inpatient medical telemetry unit at LMH
campus",,,,,2,16,7,4,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"14 room emergency department with 4 bed Fast track
LMH campus",,,,,,,,,2,16,6,4
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,Emergency services 24/7/365 15 beds with triage,,,,,,,,,2,16,11,4
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,LMH medical telemetry unit 10 beds,,,,,,,,,2,16,8.07,5
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Emergency Department,"Emergency department providing 24/7
emergent/urgent medical and psychiatric services",5,1.32,30.39,6.08,,,,,,,,
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Intensive Care,ICU- Adult medical -surgical patients,3,4.21,5.7,1.9,3,4.21,5.7,1.9,3,4.21,5.7,1.9
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Medical/Surgical,Medical-Surgical,6,1.51,31.8,5.3,6,1.51,31.8,5.3,6,1.51,31.8,5.3
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Emergency Department,"Emergency department providing 24/7
urgent/emergent medical and psychiatric treatment",,,,,6,1.38,34.73,5.79,4.5,1.66,21.71,4.82
0628,UPSTATE University Hospital at Community General,Onondaga,,Medical/Surgical,"Epilepsy Monitoring Unit-
3rd floor",,,,,,,,,1,0,3,
0628,UPSTATE University Hospital at Community General,Onondaga,,Emergency Department,"Emergency Services, 1st
floor",,,,,,,,,9,0.74,34,
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Emergency Department,31001_36001 - Emergency Department,13.8,1.6,69,5,13.2,1.6,66,5,12,1.6,60,5
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10311 - D3EAST ICU,9,13.22,16,1.21,9,13.22,16,1.21,9,13.22,16,1.21
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10331 - D3WEST ICU,9,13.22,16,1.21,9,13.22,16,1.21,9,13.22,16,1.21
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10526 - 34 PCU,3,8.14,9,1.11,3,8.14,9,1.11,3,8.14,9,1.11
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10213 - Patient Care Unit 1-5,5,1.51,24,5.29,5,1.51,24,5.29,5,4.54,24,5.29
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10215 - Patient Care Unit 2-5,5,4.54,24,5.29,5,4.54,24,5.29,5,4.54,24,5.29
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10218 - Patient Care Unit 2-4,5,4.54,24,5.29,5,4.54,24,5.29,5,4.54,24,5.29
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10231 - Patient Care Unit 3-1,5,4.54,24,5.29,5,4.54,24,5.29,5,4.54,24,5.29
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10214 - Patient Care Unit 1-4 (3-2),,,,,5,4.89,24,4.91,,,,
0635,University Hospital SUNY Health Science Center,Onondaga,,Medical/Surgical,10G,,,,,,,,,4,2.46,13,
0636,Crouse Hospital,Onondaga,Central Regional Office,Emergency Department,EMERGENCY DEPARTMENT,16.1,0.76,169,10.5,19.6,0.93,169,8.6,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Intensive Care,INTENSIVE CARE UNIT,17,6.39,21,1.3,16.17,6.08,21,1.3,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,"4 MEMORIAL - BARIATRIC, DIALYSIS,
COLORECTAL",2.8,1.74,13,4.6,2.8,1.74,13,4.6,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 4 N IRV,14.87,3.29,36,2.4,11.2,2.48,36,3.2,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 4 S IRV,13.46,3.45,31,2.3,11.2,2.87,31,2.8,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 5 IRV,13.5,3.09,35,2.6,9.8,2.24,35,3.6,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 6 N IRV,12.11,3.04,32,2.6,11.2,2.81,32,2.8,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 6 S IRV,13.49,3,36,2.7,11.2,2.49,36,3.2,9.8,2.18,36,3.7
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 7 MEM,4.2,2.39,14,3.3,4.2,2.39,14,3.3,,,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Emergency Department,Emergency Department,,,,,,,,,13.3,0.63,169,12.7
0636,Crouse Hospital,Onondaga,Central Regional Office,Intensive Care,3 Irving ICU,,,,,,,,,9.89,3.64,22,2.2
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,4 Memorial Bariatrics,,,,,,,,,2.09,1.38,12,5.8
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,5 South Irving General Surgical,,,,,,,,,8.44,1.91,35,4.2
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,7 Memorial Medical/Surgical,,,,,,,,,2.71,1.52,14,5.3
0671,Geneva General Hospital,Ontario,Western Regional Office,Emergency Department,Emergency Department,4.25,1.13,30,7.1,5.25,1.11,38,7.2,3.5,1.55,18,5.18
0671,Geneva General Hospital,Ontario,Western Regional Office,Intensive Care,"ICU-census 50% ICU, 25% Intermediate Care, & 25%
med/tele-staffed accordingly",3,2.81,8.54,2.85,3,2.81,8.54,2.85,3,2.81,8.54,2.85
0671,Geneva General Hospital,Ontario,Western Regional Office,Medical/Surgical,2 East Medical,2,1.78,9,4.5,2,1.78,9,4.5,2,1.78,9,4.5
0671,Geneva General Hospital,Ontario,Western Regional Office,Medical/Surgical,3 North Medical/ Surgical,3,1.3,18.4,6.13,3,1.33,18.4,6.13,3,1.66,18.4,6.13
0676,Clifton Springs Hospital And Clinic,Ontario,Western Regional Office,Emergency Department,Emergency Department,3,3,8,4,3,3,8,4,3,3,8,4
0676,Clifton Springs Hospital And Clinic,Ontario,Western Regional Office,Intensive Care,Intensive Care Unit,2,4,6,2,2,4,6,2,2,4,6,2
0676,Clifton Springs Hospital And Clinic,Ontario,Western Regional Office,Medical/Surgical,1400 Med Surg / Telemetry,3,1.5,16,6,3,1.5,16,6,3,1.5,16,6
0678,F F Thompson Hospital,Ontario,Western Regional Office,Emergency Department,"A 24-bed unit, open 24/7 providing immediate, urgent
and emergent services, first floor.",6,2.1,22.76,3.79,7,1.22,45.53,6.5,5,1.8,22.76,4.55
0678,F F Thompson Hospital,Ontario,Western Regional Office,Intensive Care,"ICU - Intensive Care Unit built to care for intermediate
and critically ill patients on first floor.",6,4,12,2,,,,,,,,
0678,F F Thompson Hospital,Ontario,Western Regional Office,Medical/Surgical,"2 West - Medical Surgical unit caring for patients with
diverse diagnosis, second floor.",5,1.9,21,4.2,4,1.52,21,5.25,3,1.14,21,7
0678,F F Thompson Hospital,Ontario,Western Regional Office,Medical/Surgical,"3 East - Medical Surgical unit caring for patients with
diverse diagnosis, third floor.",5,1.9,21,4.2,4,1.52,21,5.25,3,1.14,21,7
0678,F F Thompson Hospital,Ontario,Western Regional Office,Medical/Surgical,"3 West - Medical Surgical unit caring for patients with
diverse diagnosis, third floor.",4,1.52,21,5.25,,,,,3,1.14,21,7
0678,F F Thompson Hospital,Ontario,Western Regional Office,Critical Care,"ICU - Intensive Care Unit built to care for intermediate
and critically ill patients on first floor.",,,,,6,4,12,6,6,4.93,9.74,1.62
0678,F F Thompson Hospital,Ontario,Western Regional Office,Medical/Surgical,"3 West - Medical Surgical unit caring for patients with
diverse diagnosis, third floor",,,,,3.5,1.41,19.74,5.64,,,,
0694,St Luke's Cornwall Hospital Newburgh,Orange,Metropolitan Area Regional Office,Intensive Care,Intensive Care Unit,7,4,14,2,7,4,14,2,7,4,14,2
0694,St Luke's Cornwall Hospital Newburgh,Orange,Metropolitan Area Regional Office,Medical/Surgical,7North,2,1.6,10,5,,,,,2,1.6,10,5
0694,St Luke's Cornwall Hospital Newburgh,Orange,Metropolitan Area Regional Office,Medical/Surgical,7 North,,,,,2,1.6,10,5,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 East (MICU) Pod 3 - (See separate scope of
service document)",5,4.15,10,2,5,4.15,10,2,5,4.15,10,2
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 East (MICU) Pod 4 - (See separate scope of
service document)",5,4.15,10,2,5,4.15,10,2,5,4.15,10,2
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 North Progressive Care (PCU) & Stepdown Unit
(SDU)) - (See separate scope of service document)",7,2.42,24,3.43,,,,,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 South (Progressive Care Unit) - (See separate
scope of service document)",6,2.08,24,4,6,2.08,24,4,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 West (SICU) Pod 2 - (See separate scope of
service document)",5,4.15,10,2,5,4.15,10,2,5,4.15,10,2
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"4 South Progressive Care Unit - (See separate scope
of service document)",6,2.08,24,4,6,1.92,24,4,6,2.08,24,4
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"CT ICU 3 West - Pod 1 - (See separate scope of
service document)",3,10.38,3,1,3,10,3,1,3,10.38,2.4,0.8
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, Children's ED, Behavioral
Health Access Center Units",12,1.38,72,6,10,1.15,72,7.2,13,1.5,72,5.54
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"2 South Medical Surgical - (See separate scope of
service document)",5,1.6,23,4.6,,,,,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"4 North Medical Surgical - (See separate scope of
service document)",5,1.6,25,5,4,1.33,25,6.25,4,1.33,25,6.25
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"4 West Medical Surgical - (See separate scope of
service document)",5,1.89,22,4.4,4,1.51,22,5.5,4,1.51,22,5.5
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"5 North Medical Surgical - (See separate scope of
service document)",5,1.66,25,5,4,1.33,25,6.25,4,1.33,25,6.25
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"5 South Medical Surgical - (See separate scope of
service document)",5,1.73,24,4.8,4,1.38,24,6,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Critical Care,"3 North (Progressive Care - Stepdown Unit) - (See
separate scope of service document)",,,,,7,2.42,24,3.43,,,,
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,"2 South (Surgical) Medical Surgical - (See separate
scope of service document)",,,,,4,1.44,23,5.75,4,1.44,23,5.75
0699,Garnet Health Medical Center,Orange,Metropolitan Area Regional Office,Medical/Surgical,5 South Medical Surgical,,,,,,,,,4,1.28,26,6.5
0704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Critical Care,ICU: Intensive Care Unit,2,3.75,4,2,2,3.75,4,2,2,3.75,4,2
0704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Emergency Department,Emergency Department,3.5,1.8,38,4,3,1.41,16,5.3,3,1.41,16,5.3
0704,St Anthony Community Hospital,Orange,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical, 1st Floor",3,2.18,14,5.5,,,,,,,,
0708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Critical Care,ICU: Intensive Care Unit,2,5,3,2,2,5,3,2,2,5,3,2
0708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Emergency Department,Emergency Department,5,1.86,20,8,5,1.86,20,8,5,1.86,20,8
0708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical Bariatrics,1,1.5,5,5,1,1.5,5,5,1,1.5,5,5
0708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical, 3rd Floor",4,1.67,18,6,,,,,,,,
0708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Medical/Surgical,Medical Surgical 3rd Floor,,,,,4,1.67,18,6,4,1.67,18,6
0718,Medina Memorial Hospital,Orleans,Western Regional Office,Medical/Surgical,"medical surgical telemetry unit for inpatients and also
service sub-acute rehab patients",2,24,14,4,,,,,,,,
0718,Medina Memorial Hospital,Orleans,Western Regional Office,Medical/Surgical,"medical surgical telemetry unit with sub acute rehab
patients",,,,,,,,,2,24,14,4
0727,Oswego Hospital,Oswego,Central Regional Office,Emergency Department,"Emergency Department that provides 24/7 Emergency
Care to the Community.",4,1.67,18,4.5,,,,,,,,
0727,Oswego Hospital,Oswego,Central Regional Office,Intensive Care,Intensive Care Unit,3,3.75,6,2,3,3.75,6,2,3,4,6,2
0727,Oswego Hospital,Oswego,Central Regional Office,Medical/Surgical,3 Med/Surg,2,0.94,16,8,,,,,2,0.94,16,8
0727,Oswego Hospital,Oswego,Central Regional Office,Medical/Surgical,4 Med/surg,2,0.94,16,8,2,0.94,16,8,,,,
0727,Oswego Hospital,Oswego,Central Regional Office,Emergency Department,Emergency Department,,,,,4.6,1.64,21,4.5,3,22.5,14,1.6
0727,Oswego Hospital,Oswego,Central Regional Office,Medical/Surgical,3 Med Surg,,,,,1,0.75,10,10,,,,
0727,Oswego Hospital,Oswego,Central Regional Office,Medical/Surgical,4 Med Surg,,,,,,,,,2,0.94,16,8
0739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Emergency Department,15 bed emergency department,4.5,1.66,12,6.25,,,,,4.5,1.48,10,6.25
0739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Medical/Surgical,"General inpatient unit that cares for a wide range of
adult patients with both medical and surgical",5,2.52,23,4.6,,,,,,,,
0739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Medical/Surgical,25 bed medical surgical unit,,,,,,,,,5,2.52,23,4.6
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Critical Care,Intensive Care Unit,8,7.2,13,2,,,,,8,7.2,13,2
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Emergency Department,ED,6,2.1,18,4,,,,,4,2,10,4
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Medical/Surgical,Medical 2,6,5,24,5,,,,,,,,
0746,Mary Imogene Bassett Hospital,Otsego,Capital District Regional Office,Medical/Surgical,Medical 3,8,5,34,5,,,,,7,2.65,32,4.6
