pfi,hospital_name,county,region,unit_name,unit_description,day_LPN_count,day_LPN_hours_per_pt,evening_LPN_count,evening_LPN_hours_per_pt,night_LPN_count,night_LPN_hours_per_pt
0397,Oneida Health Hospital,Madison,Central Regional Office,Intensive Care,"6-bed Intensive Care Unit on the 2nd floor of the
hospital.",0,0,,,,
0397,Oneida Health Hospital,Madison,Central Regional Office,Medical/Surgical,"Medical/Surgical located on the 4th floor of the
hospital.",2,0.76,,,,
0397,Oneida Health Hospital,Madison,Central Regional Office,Emergency Department,14-bed unit on 2nd floor of hospital,,,1,0.38,0,0
0397,Oneida Health Hospital,Madison,Central Regional Office,Intensive Care,6-bed ICU located on 2nd floor of the hospital,,,0,0,,
0397,Oneida Health Hospital,Madison,Central Regional Office,Medical/Surgical,Medical/Surgical located on 4th floor of hospital,,,2,0.76,,
0397,Oneida Health Hospital,Madison,Central Regional Office,Intensive Care,6-bed ICU located on the 2nd floor of the hospital,,,,,0,0
0397,Oneida Health Hospital,Madison,Central Regional Office,Medical/Surgical,Medical/Surgical located on 4th floor of the hospital,,,,,2,0.76
0401,Community Memorial Hospital Inc,Madison,Central Regional Office,Emergency Department,Emergency Services,0,0,0,0,0,0
0401,Community Memorial Hospital Inc,Madison,Central Regional Office,Medical/Surgical,"Medical Surgical Unit: mix of acute, surgical and
swing patients",1,0.8,,,,
0401,Community Memorial Hospital Inc,Madison,Central Regional Office,Medical/Surgical,Medical Surgical Unit,,,1,0.8,1,8
0401,Community Memorial Hospital Inc,Madison,Central Regional Office,Medical/Surgical,Special Care Unit,,,,,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Critical Care,ICU - intensive care /critical care,0,0,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Emergency Department,ED,0,0,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,E6 - medicine / palliative care,0,0,,,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,"Observation Unit - med-surg, inpatient and observation
patients, short stay surgical",0,0,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,SE 5 - surgical,0,0,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,SE 7 ortho/neurosurgery/surgical specialty,0,0,,,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,West 5 - medicine,0,0,,,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,West 6 - Medicine,0,0,,,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,West 7 - Medicine and Complex Care Center,0,0,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Emergency Department,Emergency Observation Unit (EOU),,,1,0.62,1,0.62
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,East 6 - medicine / palliative care,,,0,0,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,"SE 7 - orthopaedics, neurosurgery, surgical
specialties",,,0,0,,
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,West 5 - Medicine,,,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,West 6 - medicine,,,0,0,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,East 6 medicine/palliative care,,,,,0,0
0409,Highland Hospital,Monroe,Western Regional Office,Medical/Surgical,"SE 7 ortho, neurosurgery and surgical specialties",,,,,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Emergency Department,Adult Emergency Department,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Emergency Department,Pediatric Emergency Department,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Intensive Care,CICU- Cardiac Intensive Care Unit,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Intensive Care,CTICU- Cardiac Thoracic Intensive Care Unit,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Intensive Care,MICU- Medical Intensive Care Unit,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Intensive Care,SICU- Surgical Intensive Care Unit,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,2800- Surgical,1,0,,,,
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,4800- General Medicine,3,0.65,3,0.65,3,0.65
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,5400 - General Surgery,3,109,3,1.09,3,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,5500,2,3,2,3,2,3
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,"5800- General Medicine, Hospice",4,1,4,1,4,1
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,7800- Acute Stroke,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,MSU,0,0,0,0,0,0
0411,Rochester General Hospital,Monroe,Western Regional Office,Medical/Surgical,2800- General Surgery,,,1,0,1,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Emergency Department,Emergency Department (ED),0,0,0,0,0,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Intensive Care,ICU - Intensive Care Unit (medical and surgical),1,0.4,0.5,0.2,0,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,2100 Unit - Vascular/Medical/Surgical/Telemetry,1,0.42,1,0.42,1,0.42
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,2200 Unit - Cardiac /Medical/Surgical/Telemetry,1,0.44,1,0.44,1,0.44
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,"2300
Unit - Cardiac/Stroke/Medical/Surgical/Telemetry",1,2,0,0,1,2.66
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,3300 Unit - Neurosurgery /Medical/Surgical/Telemetry,0,0,0,0,0,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,"3400 Unit - General Surgery
/Medical/Surgical/Telemetry",0,0,0,0,0,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,4100 Unit - Pulmonary/Medical/Surgical/Telemetry,1,0.42,1,0.42,1,0.42
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,4200 Unit - Pulmonary/Medical/Surgical/Telemetry,1,0.44,0.5,0.22,3,1.33
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,"4300 Unit - General Medical
/Medical/Surgical/Telemetry",1,0.44,0,0,0,0
0471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Medical/Surgical,4400 Unit - Oncology /Medical/Surgical/Telemetry,,,1,0.44,1,0.44
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Emergency Department,"Rural ER, 26,000 visits annually located on the second
floor of hospital that is ground level",1,0.3,1,0.3,1,0.3
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Intensive Care,Intensive Care Unit located on second floor.,0,0,,,,
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Medical/Surgical,Maria Hall Medical Surgical,2,0.8,2,0.5,0,0
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Medical/Surgical,St Theresa Medical Surgical,2,0.5,,,,
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Intensive Care,Intensive Care Unit located on the second floor.,,,0,0,,
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Medical/Surgical,St. Theresa Medical Surgical,,,2,0.5,0,0
0484,St Mary's Healthcare,Montgomery,Capital District Regional Office,Intensive Care,Intensive Care Unit located on second floor,,,,,0,0
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,CCU,0,0,0,0,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"Emergency Department at Glen Cove seeing an
average of 60 patients a day",0,0,0,0,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 South/ Geriatrics/ Telemetry,0,0,,,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 surg,0,0,,,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 South - Medicine/ Geriatric/ Telemetry/ Surgical Unit,,,0,0,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,3 East - Telemetry/ Medicine/ Surgery,,,0,0,,
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,CCU - critical care unit,,,,,0,0
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"Glen Cove Emergency Department seeing 55 patients
per day",,,,,0,0
0490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 Surg,,,,,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Emergency Department,LI NW 1 EMERGENCY DEPT,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Intensive Care,Intensive Care - LI Cardiac Surgical ICU,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Intensive Care,Intensive Care - LI MICU Hoag 3,0,0,0,0,,
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Intensive Care,Intensive Care - LI Neuro ICU,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Intensive Care,LI MB4A,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Intensive Care,Pediatric ICU - LI Pediatric ICU,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - Chest Pain Unit,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Gardner 2 - Short Stay,0,0,0,0,,
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Gardner 3,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Gardner 4,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Hoag 2 - Neuro,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Hoag 5,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Hoag 6,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Main 3,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI North 3 - Bariatric Ortho,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Potter 3,0,0,0,0,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Intensive Care - LI MICU Hoag 3,,,,,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI Gardner 2,,,,,0,0
0511,NYU Langone Hospital-Long Island,Nassau,Metropolitan Area Regional Office,Medical/Surgical,Medical / Surgical - LI North 4,,,,,0,0
0513,Mercy Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Intensive Care Unit,0,0,0,0,0,0
0513,Mercy Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Department,0,0,0,0,0,0
0513,Mercy Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,1 North,0,0,0,0,0,0
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Critical Care,"ICU/CCU are our critical care units. They are
connected and continuous. 2nd floor hospital",0,0,0,0,0,0
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Emergency Department,"ED located on ground floor. Providing emergency
care to adult and pediatric population.",0,0,0,0,0,0
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"1B is located on 1st floor, 35 bed unit Medical
Surgical patients, NICHE unit.",0,0,0,0,0,0
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"1E is a 27 bed medical-surgical unit on 1st floor,
general surgery, bariatric surgery, and medical.",0,0,0,0,0,0
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"2C is a 34 bed Telemetry unit on 2nd floor. Cardiac,
Stroke, Medical/Surgical services",0,0,,,,
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"2E is a 31 bed Medical Surgical unit on the 2nd floor
of the hospital.",0,0,0,0,,
0518,Long Island Jewish Valley Stream,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"2E is a 31 bed Medical/Surgical unit on the 2nd floor
of the hospital Peritoneal Dialysis",,,,,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,CCU Critical Care,0,0,0,0,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,ICU Intensive Care,0,0,,,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Emergency Department,ED Oceanside,1,0,1,0,2,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D1 Med Surg,0,0,0,0,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D2E Heart Failure,0,0,0,0,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,D2W Tele-Stroke,0,0,0,0,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,E2- Surgical,1,0.21,1,0.21,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F1 - Progressive Surgical,1,0.32,1,0.32,1,0.32
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,G2 Med/Surg,1,0.27,1,0.27,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Critical Care,ICU - Intensive Care,,,0,0,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F3- Med/Surg Oncology,,,0,0,,
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,E2-Surgical,,,,,1,0.21
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,F3-Med/Surg Oncology,,,,,0,0
0527,Mount Sinai South Nassau,Nassau,Metropolitan Area Regional Office,Medical/Surgical,G2 Med /Surg,,,,,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Coronary Care Unit, DCB 2nd Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Hyperbaric, DCB 2nd Floor",0,0,,,,
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Medical Intensive Care Unit, DCB 2nd Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Intensive Care, DCB 2nd Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Critical Care,"Surgical Post-Acute, DCB 2nd Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Emergency Department,"Emergency Department, DCB 1st Floor",1,2,1,3,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Dialysis, DCB 5th Floor",0,0,0,0,,
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 18th Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical Surgical Service, DCB 9 West",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Orthopedics/Spine, DCB 9 East",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Physical Medicine and Rehabilitation, DCB 5th Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Pulmonary Care Unit, DCB 7th Floor",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Surgery, DCB 11 East",0,0,0,0,0,0
0528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Telemetry, DCB 11 West",0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiac Intensive Care Unit,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Cardiothoracic Intensive Care Unit,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Medical Intensive Care Unit,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Neurosurgical Intensive Care Unit,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Surgical Intensive Care Unit,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (M-F),0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,Emergency Room (Sat-Sun),0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,2 Monti,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,3 Cohen,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 DSU,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,4 Tower/ 5 Surge,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Katz Surg,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Monti,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,5 Tower,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Monti,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,8 Tower,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Monti,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,9 Tower,0,0,0,0,0,0
0541,North Shore University Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,Neonatal Intensive Care Unit,,,0,0,,
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department (ED) is a 14 bed unit with
average daily census of 42 and a 15% admit rate.",0,0,,,,
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Intensive Care,"ICU caring for acute critical patients requiring multiple
complex modalities, 4th floor",0,0,0,0,0,0
0550,Syosset Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department (ED) is a 14 bed unit with
average daily census of 42 and a 17% admit rate.",,,0,0,0,0
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,CCU,0,0,0,0,0,0
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,B Unit,0,0,0,0,0,0
0551,St Joseph Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,S Unit,0,0,0,0,0,0
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Critical Care,"Various acute conditions requiring intensive care
treatments/modalities first floor",0,0,0,0,0,0
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"1st various medical conditions ranging from Minor
injuries , Acute and critical 23 bays",0,0,,,,
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"Medical surgical patients ,post operative procedures
and various medical conditions second floor",0,0,0,0,0,0
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"medical surgical patients, oncological patients various
medical conditions third floor",0,0,0,0,0,0
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Medical/Surgical,"medical surgical unit various medical conditions first
floor",0,0,0,0,0,0
0552,Plainview Hospital,Nassau,Metropolitan Area Regional Office,Emergency Department,"First floor various medical conditions ranging from
Minor injuries , Acute and critical",,,0,0,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"CTICU a Cardiothoracic Intensive Care Unit located
on the third floor of the Casey Pavilion",0,0,,,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"IMCU an Intermediate Care Unit located on the third
floor of the Dematteis Pavilion",0,0,0,0,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"MICU 2 a Medical Intensive Care Unit located on the
second floor of the Casey Pavilion",0,0,0,0,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"SICU a Surgical Intensive Care Unit located on the
third floor of the Dematteis Pavilion",0,0,0,0,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Emergency Department,"The Emergency Department is located on the first
floor of the Heart Center",0,0,0,0,0,0
0563,St. Francis Hospital & Heart Center,Nassau,Metropolitan Area Regional Office,Critical Care,"CTICU a Cardiothoracic Intensive Care Unit located
on the second floor of the Casey Pavilion",,,0,0,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Emergency Department,20 Bed ER (75 patient volume in 24 hour period),0,0,0,0,0,0
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Emergency Department,Psychiatry - Emergency Room,0,0,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Intensive Care,"I2 bed unit that provides care to both acute medical
surgical patients (8 staffed beds)",0,0,0,0,0,0
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,24 bed Medical Surgical unit,0,0,,,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,Medical Surgical,,,0,0,,
0574,Niagara Falls Memorial Medical Center,Niagara,Western Regional Office,Medical/Surgical,24 bed Medical-surgical unit,,,,,0,0
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Critical Care,ICU,0,0,0,0,0,0
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"Emergency care offered 24/7/365. This is a 15 bed
unit, with triage area as well as 2 PIT rooms",0,0,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"LMH ED is a 14 bed department with 4 fast track
beds",0,0,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,"10 bed medical unit with telemetry monitoring at LMH
campus",0,0,,,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"Emergency services 24/7/365 15 beds with triage and
2 PIT rooms",,,0,0,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"LMH 14 bed emergency department with additional 4
fast track beds and triage at LMH campus",,,0,0,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,"10 bed inpatient medical telemetry unit at LMH
campus",,,0,0,,
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,"14 room emergency department with 4 bed Fast track
LMH campus",,,,,0,0
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Emergency Department,Emergency services 24/7/365 15 beds with triage,,,,,0,0
0583,Mount St. Mary's Hospital and Health Center,Niagara,Western Regional Office,Medical/Surgical,LMH medical telemetry unit 10 beds,,,,,0,0
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Emergency Department,"Emergency department providing 24/7
emergent/urgent medical and psychiatric services",1,0.26,,,,
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Intensive Care,ICU- Adult medical -surgical patients,0,0,0,0,0,0
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Medical/Surgical,Medical-Surgical,3,0.75,2,0.5,1,0.25
0589,Rome Memorial Hospital Inc,Oneida,Central Regional Office,Emergency Department,"Emergency department providing 24/7
urgent/emergent medical and psychiatric treatment",,,1.33,0.31,1,0.37
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Emergency Department,31001_36001 - Emergency Department,5.75,0.67,5.5,0.67,5,0.67
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10311 - D3EAST ICU,0,0,0,0,0,0
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10331 - D3WEST ICU,0,0.15,0,0,0,0.15
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Intensive Care,31001_10526 - 34 PCU,0,0,0,0,0,0
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10213 - Patient Care Unit 1-5,3,2.66,3,2.66,3,2.66
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10215 - Patient Care Unit 2-5,1,1.47,1,1.47,2,1.47
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10218 - Patient Care Unit 2-4,1,1.33,1,1.33,1,1.33
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10231 - Patient Care Unit 3-1,1,0.91,1,0.91,1,0.91
0630,St Josephs Hospital Health Center,Onondaga,Central Regional Office,Medical/Surgical,31001_10214 - Patient Care Unit 1-4 (3-2),,,3,2.93,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Emergency Department,EMERGENCY DEPARTMENT,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Intensive Care,INTENSIVE CARE UNIT,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,"4 MEMORIAL - BARIATRIC, DIALYSIS,
COLORECTAL",0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 4 N IRV,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 4 S IRV,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 5 IRV,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 6 N IRV,0,0,0,0,,
0636,Crouse Hospital,Onondaga,Central Regional Office,Medical/Surgical,MED/SURG - 6 S IRV,0,0,0,0,0,0
